
============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 130.63 | TP: 132.13 | SL: 126.13
18:00 | 502.95 | 503.40 | 502.68 | 503.20 | 133979 
18:15 | 503.19 | 503.35 | 502.33 | 502.45 | 117544 
18:30 | 502.46 | 503.00 | 502.31 | 502.63 | 66636 
18:45 | 502.63 | 502.69 | 502.30 | 502.33 | 91183 
19:00 | 502.34 | 502.73 | 502.16 | 502.71 | 137395 
19:15 | 502.69 | 503.08 | 502.52 | 502.72 | 94525 
19:30 | 502.73 | 503.07 | 502.37 | 502.79 | 115646 
19:45 | 502.77 | 502.79 | 502.31 | 502.71 | 157196 
20:00 | 502.66 | 502.72 | 502.16 | 502.46 | 111789 
20:15 | 502.47 | 502.95 | 502.24 | 502.90 | 99434 
20:30 | 502.91 | 503.26 | 502.81 | 503.15 | 113289 
20:45 | 503.14 | 503.33 | 502.83 | 503.07 | 134362 
21:00 | 503.06 | 503.18 | 502.71 | 502.91 | 153498 
21:15 | 502.90 | 503.50 | 502.58 | 502.97 | 147799 
21:30 | 502.92 | 503.12 | 502.80 | 503.11 | 129496 
21:45 | 503.09 | 503.46 | 502.92 | 502.94 | 490771 
15:30 | 503.02 | 505.65 | 502.78 | 505.55 | 794654 
15:45 | 505.49 | 505.57 | 504.32 | 505.28 | 375636 
16:00 | 505.30 | 505.40 | 504.52 | 505.06 | 265475 
16:15 | 505.06 | 506.29 | 504.92 | 505.65 | 290701 
16:30 | 505.68 | 505.68 | 504.50 | 504.85 | 192504 
16:45 | 504.83 | 505.07 | 504.37 | 504.83 | 212305 
17:00 | 504.83 | 505.64 | 504.67 | 505.49 | 167502 [ENTRADA]
17:15 | 505.53 | 507.28 | 505.53 | 507.28 | 419797 
17:30 | 507.25 | 507.39 | 506.50 | 506.73 | 190399 
17:45 | 506.74 | 507.10 | 506.53 | 507.08 | 140521 
18:00 | 507.09 | 507.21 | 506.22 | 506.33 | 158656 
18:15 | 506.32 | 507.38 | 506.26 | 507.31 | 110312 
18:30 | 507.34 | 507.74 | 506.60 | 506.75 | 161294 
18:45 | 506.76 | 507.41 | 506.29 | 506.45 | 177071 
19:00 | 506.43 | 507.01 | 506.41 | 506.60 | 97874 
19:15 | 506.61 | 506.94 | 506.41 | 506.87 | 75821 
19:30 | 506.86 | 507.45 | 506.81 | 507.29 | 137276 
19:45 | 507.30 | 508.20 | 507.19 | 508.14 | 173242 
20:00 | 508.15 | 508.18 | 507.69 | 508.03 | 128062 
20:15 | 508.05 | 508.16 | 507.78 | 507.95 | 137174 
20:30 | 507.95 | 508.30 | 507.67 | 508.09 | 184753 
20:45 | 508.09 | 508.11 | 506.88 | 506.96 | 125073 
21:00 | 506.91 | 507.10 | 506.72 | 506.99 | 141629 
21:15 | 506.95 | 507.02 | 506.25 | 506.58 | 179695 
21:30 | 506.60 | 507.04 | 506.42 | 506.95 | 143773 
21:45 | 506.96 | 507.01 | 505.63 | 505.64 | 838868 
15:30 | 505.20 | 505.39 | 503.03 | 503.62 | 726011 
15:45 | 503.65 | 504.50 | 502.32 | 502.83 | 343266 
16:00 | 502.89 | 503.75 | 502.48 | 503.48 | 271190 
16:15 | 503.53 | 503.83 | 502.86 | 503.73 | 297654 
16:30 | 503.80 | 504.73 | 503.64 | 504.43 | 327683 
16:45 | 504.47 | 505.02 | 503.50 | 504.29 | 233603 
17:00 | 504.33 | 505.13 | 504.26 | 504.99 | 167640 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AMD | C1_SQUEEZE_CALL | ENTRADA: 126.62 | TP: 128.12 | SL: 123.62
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 116.03 | 116.58 | 115.86 | 116.13 | 1374743 
16:15 | 116.12 | 116.21 | 115.36 | 115.40 | 1128534 
16:30 | 115.41 | 116.29 | 115.14 | 116.23 | 1474608 
16:45 | 116.22 | 117.08 | 116.15 | 116.92 | 1439316 
17:00 | 116.94 | 117.49 | 116.85 | 117.20 | 1237226 
17:15 | 117.21 | 117.53 | 117.03 | 117.47 | 704785 
17:30 | 117.46 | 117.60 | 117.27 | 117.52 | 622983 
17:45 | 117.53 | 117.89 | 117.51 | 117.80 | 824674 
18:00 | 117.79 | 117.84 | 117.43 | 117.69 | 437151 
18:15 | 117.69 | 117.84 | 117.32 | 117.38 | 440585 
18:30 | 117.38 | 117.56 | 117.20 | 117.21 | 377139 
18:45 | 117.20 | 117.45 | 117.09 | 117.39 | 830879 
19:00 | 117.38 | 117.46 | 116.88 | 116.95 | 472401 
19:15 | 116.92 | 117.10 | 116.41 | 116.42 | 636999 
19:30 | 116.41 | 116.72 | 116.36 | 116.54 | 599593 
19:45 | 116.54 | 116.80 | 116.38 | 116.72 | 468779 
20:00 | 116.73 | 116.77 | 116.06 | 116.06 | 574562 
20:15 | 116.06 | 116.10 | 115.47 | 115.51 | 858411 
20:30 | 115.50 | 115.62 | 115.06 | 115.34 | 1316188 
20:45 | 115.34 | 115.89 | 115.32 | 115.83 | 888501 
21:00 | 115.82 | 116.26 | 115.70 | 116.19 | 956702 
21:15 | 116.20 | 116.35 | 115.68 | 115.80 | 940266 
21:30 | 115.79 | 116.28 | 115.78 | 115.84 | 1249805 
21:45 | 115.84 | 116.38 | 115.76 | 116.18 | 2740544 
15:30 | 118.66 | 121.61 | 117.78 | 121.44 | 5559752 
15:45 | 121.45 | 122.73 | 121.05 | 122.58 | 3949058 
16:00 | 122.57 | 124.26 | 122.57 | 124.18 | 4489369 [ENTRADA]
16:15 | 124.19 | 125.81 | 123.72 | 125.69 | 5269513 
16:30 | 125.70 | 126.34 | 125.22 | 126.22 | 5239661 
16:45 | 126.22 | 127.45 | 126.00 | 126.62 | 6768894 
17:00 | 126.62 | 127.95 | 126.56 | 127.23 | 4907410 
17:15 | 127.23 | 127.28 | 126.05 | 126.32 | 4020812 
17:30 | 126.32 | 127.73 | 126.11 | 127.34 | 4042715 
17:45 | 127.34 | 127.62 | 126.88 | 126.91 | 2503854 
18:00 | 126.92 | 127.32 | 126.45 | 126.82 | 2282342 
18:15 | 126.83 | 127.43 | 126.81 | 127.20 | 1580708 
18:30 | 127.22 | 127.47 | 126.91 | 127.34 | 1391677 
18:45 | 127.34 | 127.82 | 126.88 | 126.95 | 2464591 
19:00 | 126.96 | 127.49 | 126.63 | 127.33 | 2323821 
19:15 | 127.34 | 128.00 | 127.26 | 127.99 | 2172565 
19:30 | 127.99 | 128.00 | 127.42 | 127.60 | 1909141 
19:45 | 127.60 | 128.14 | 127.38 | 127.41 | 1793844 
20:00 | 127.42 | 127.59 | 127.04 | 127.11 | 1487827 
20:15 | 127.12 | 127.21 | 126.75 | 126.93 | 1759528 
20:30 | 126.91 | 127.07 | 126.62 | 126.78 | 1505310 
20:45 | 126.77 | 126.90 | 126.33 | 126.53 | 1823923 
21:00 | 126.51 | 127.07 | 126.31 | 126.85 | 1705790 
21:15 | 126.84 | 127.24 | 126.61 | 126.65 | 1885170 
21:30 | 126.65 | 126.73 | 126.32 | 126.62 | 1716656 
21:45 | 126.62 | 126.85 | 126.17 | 126.40 | 3798171 
15:30 | 127.98 | 129.80 | 126.69 | 128.11 | 10380368 
15:45 | 128.13 | 129.54 | 127.89 | 129.05 | 5029562 
16:00 | 129.06 | 129.90 | 128.49 | 129.65 | 4586656 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 354.04 | TP: 355.54 | SL: 349.54
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 324.43 | 324.97 | 320.41 | 321.70 | 4571330 
16:15 | 321.70 | 322.78 | 318.42 | 320.19 | 4340769 
16:30 | 320.14 | 321.00 | 317.78 | 318.41 | 3657550 
16:45 | 318.51 | 320.09 | 318.05 | 319.44 | 2699302 
17:00 | 319.43 | 320.57 | 317.85 | 320.45 | 2636529 
17:15 | 320.42 | 320.68 | 318.86 | 319.74 | 2368578 
17:30 | 319.71 | 322.50 | 319.59 | 322.32 | 2536003 
17:45 | 322.28 | 322.31 | 320.31 | 320.94 | 1945490 
18:00 | 320.98 | 322.30 | 320.86 | 321.88 | 1593642 
18:15 | 321.86 | 323.85 | 321.55 | 323.35 | 2401394 
18:30 | 323.34 | 324.68 | 323.29 | 324.40 | 2085522 
18:45 | 324.40 | 325.92 | 324.14 | 324.95 | 2491011 
19:00 | 324.93 | 324.98 | 322.35 | 323.96 | 2511655 
19:15 | 323.96 | 324.50 | 321.44 | 321.48 | 1986924 
19:30 | 321.50 | 321.50 | 319.70 | 320.66 | 2570352 
19:45 | 320.64 | 322.53 | 320.43 | 322.41 | 1622287 
20:00 | 322.42 | 323.79 | 322.20 | 322.89 | 1841827 
20:15 | 322.92 | 324.26 | 322.90 | 323.36 | 1803224 
20:30 | 323.36 | 324.63 | 323.33 | 323.78 | 1781962 
20:45 | 323.75 | 324.65 | 321.85 | 322.20 | 1906242 
21:00 | 322.23 | 322.85 | 321.67 | 322.21 | 1834470 
21:15 | 322.16 | 322.20 | 320.72 | 321.29 | 2045663 
21:30 | 321.28 | 322.43 | 321.28 | 321.55 | 1693930 
21:45 | 321.54 | 322.80 | 319.63 | 322.17 | 4096759 
15:30 | 327.60 | 336.88 | 327.48 | 334.31 | 12310089 
15:45 | 334.31 | 343.27 | 333.71 | 343.06 | 9941182 
16:00 | 343.09 | 346.51 | 342.67 | 343.96 | 9145065 [ENTRADA]
16:15 | 343.95 | 353.20 | 343.35 | 353.02 | 10014339 
16:30 | 353.03 | 354.99 | 350.03 | 354.70 | 8669890 
16:45 | 354.69 | 356.85 | 351.73 | 354.04 | 8088451 
17:00 | 354.06 | 355.95 | 352.76 | 355.63 | 4892471 
17:15 | 355.62 | 357.54 | 352.76 | 353.34 | 5251144 
17:30 | 353.29 | 355.45 | 352.65 | 353.29 | 3626543 
17:45 | 353.24 | 354.95 | 352.40 | 354.58 | 3249381 
18:00 | 354.63 | 356.25 | 353.18 | 354.06 | 3516309 
18:15 | 354.10 | 354.30 | 348.15 | 349.50 | 5776126 
18:30 | 349.43 | 350.50 | 344.40 | 350.29 | 7057126 
18:45 | 350.31 | 351.50 | 347.20 | 347.84 | 4280174 
19:00 | 347.89 | 350.93 | 346.76 | 349.75 | 3886324 
19:15 | 349.76 | 351.46 | 348.92 | 351.12 | 2793885 
19:30 | 351.17 | 354.88 | 351.14 | 353.17 | 4403052 
19:45 | 353.15 | 353.87 | 351.62 | 352.45 | 2328869 
20:00 | 352.51 | 353.00 | 351.55 | 352.26 | 1888999 
20:15 | 352.25 | 352.85 | 350.31 | 350.47 | 2216501 
20:30 | 350.52 | 352.18 | 349.86 | 351.97 | 2094369 
20:45 | 351.95 | 352.48 | 351.18 | 351.32 | 2051360 
21:00 | 351.29 | 351.44 | 348.93 | 349.85 | 3031549 
21:15 | 349.86 | 350.20 | 348.32 | 348.75 | 2597750 
21:30 | 348.71 | 348.74 | 346.41 | 347.97 | 3565805 
21:45 | 347.93 | 349.89 | 347.78 | 348.71 | 4960096 
15:30 | 356.17 | 356.26 | 345.02 | 346.65 | 11226541 
15:45 | 346.65 | 350.08 | 346.40 | 347.55 | 6098876 
16:00 | 347.57 | 348.29 | 343.29 | 345.96 | 5154337 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 512.95 | TP: 514.45 | SL: 509.95
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 504.33 | 505.13 | 504.26 | 504.99 | 167640 
17:15 | 505.00 | 505.15 | 502.64 | 504.45 | 395476 
17:30 | 504.25 | 504.35 | 501.89 | 503.47 | 440388 
17:45 | 503.49 | 505.36 | 503.20 | 504.46 | 266991 
18:00 | 504.41 | 504.75 | 503.55 | 503.80 | 158734 
18:15 | 503.82 | 504.32 | 503.40 | 503.87 | 132178 
18:30 | 503.87 | 504.20 | 503.80 | 503.86 | 104171 
18:45 | 503.86 | 505.06 | 503.25 | 505.02 | 136355 
19:00 | 505.03 | 505.50 | 504.96 | 505.31 | 131830 
19:15 | 505.35 | 505.73 | 505.22 | 505.45 | 121344 
19:30 | 505.43 | 505.84 | 505.35 | 505.57 | 127315 
19:45 | 505.55 | 505.66 | 505.04 | 505.34 | 155003 
20:00 | 505.32 | 505.60 | 504.93 | 505.54 | 135044 
20:15 | 505.56 | 505.83 | 505.46 | 505.77 | 124106 
20:30 | 505.83 | 506.16 | 505.71 | 505.95 | 106952 
20:45 | 506.03 | 506.20 | 505.72 | 506.19 | 83200 
21:00 | 506.16 | 506.34 | 505.83 | 505.84 | 150809 
21:15 | 505.85 | 505.93 | 505.53 | 505.82 | 169209 
21:30 | 505.80 | 506.49 | 505.58 | 506.27 | 200691 
21:45 | 506.22 | 506.72 | 505.51 | 505.53 | 571882 
15:30 | 505.68 | 509.15 | 505.62 | 508.80 | 786668 
15:45 | 508.82 | 510.27 | 508.63 | 509.76 | 512790 
16:00 | 509.80 | 510.95 | 509.30 | 509.66 | 438209 
16:15 | 509.62 | 510.46 | 508.94 | 510.08 | 399807 
16:30 | 510.03 | 511.48 | 509.92 | 511.09 | 311608 
16:45 | 511.08 | 511.47 | 510.60 | 511.22 | 220639 
17:00 | 511.26 | 512.33 | 511.18 | 512.11 | 310763 [ENTRADA]
17:15 | 512.10 | 512.25 | 511.71 | 511.89 | 304142 
17:30 | 511.90 | 512.76 | 511.81 | 512.66 | 293952 
17:45 | 512.65 | 513.00 | 512.47 | 512.95 | 255463 
18:00 | 512.95 | 513.37 | 512.86 | 513.18 | 247957 
18:15 | 513.18 | 513.33 | 512.62 | 512.85 | 155922 
18:30 | 512.85 | 513.22 | 512.73 | 512.83 | 98115 
18:45 | 512.85 | 513.30 | 512.63 | 512.78 | 164223 
19:00 | 512.78 | 512.99 | 512.35 | 512.70 | 237715 
19:15 | 512.70 | 512.90 | 512.36 | 512.82 | 160893 
19:30 | 512.78 | 513.00 | 512.30 | 512.77 | 173172 
19:45 | 512.81 | 512.96 | 512.69 | 512.77 | 117128 
20:00 | 512.78 | 512.92 | 511.88 | 512.08 | 171147 
20:15 | 512.10 | 512.39 | 511.97 | 512.14 | 169577 
20:30 | 512.13 | 512.20 | 511.76 | 511.96 | 123715 
20:45 | 512.00 | 512.00 | 511.54 | 511.59 | 161364 
21:00 | 511.59 | 512.18 | 511.44 | 512.00 | 180966 
21:15 | 511.98 | 512.36 | 511.95 | 512.09 | 200516 
21:30 | 512.07 | 512.33 | 511.82 | 512.07 | 254730 
21:45 | 512.06 | 512.61 | 511.00 | 511.88 | 1397017 
15:30 | 514.28 | 514.64 | 511.26 | 512.33 | 2507556 
15:45 | 512.34 | 512.56 | 510.74 | 511.40 | 241459 
16:00 | 511.49 | 512.29 | 510.79 | 510.97 | 433628 
16:15 | 511.00 | 511.40 | 510.33 | 510.54 | 310693 
16:30 | 510.53 | 511.45 | 510.36 | 511.23 | 590637 
16:45 | 511.23 | 511.39 | 510.30 | 510.51 | 296980 
17:00 | 510.43 | 510.51 | 509.52 | 510.04 | 284517 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 335.26 | TP: 336.76 | SL: 330.76
Hora  |  Open  |  High  |  Low   |  Close |  Vol
20:00 | 329.45 | 330.83 | 329.22 | 330.28 | 1630398 
20:15 | 330.29 | 330.40 | 329.37 | 329.70 | 1121272 
20:30 | 329.70 | 330.15 | 329.15 | 329.79 | 1148136 
20:45 | 329.78 | 330.31 | 329.34 | 329.34 | 1089521 
21:00 | 329.38 | 329.47 | 327.80 | 328.81 | 1602055 
21:15 | 328.79 | 329.89 | 328.73 | 329.40 | 1476022 
21:30 | 329.38 | 329.85 | 328.41 | 328.61 | 1362323 
21:45 | 328.63 | 329.40 | 327.95 | 328.53 | 2273005 
15:30 | 329.72 | 330.47 | 326.90 | 329.14 | 3856309 
15:45 | 329.12 | 329.25 | 321.55 | 323.90 | 4411452 
16:00 | 323.93 | 327.70 | 323.16 | 326.63 | 2998975 
16:15 | 326.61 | 328.00 | 326.41 | 327.67 | 2045594 
16:30 | 327.67 | 331.60 | 327.33 | 328.63 | 3806168 
16:45 | 328.63 | 329.53 | 327.96 | 329.52 | 2007021 
17:00 | 329.51 | 329.79 | 327.41 | 328.34 | 1847586 
17:15 | 328.30 | 330.41 | 328.27 | 329.67 | 2191517 
17:30 | 329.65 | 331.75 | 329.43 | 331.08 | 2212244 
17:45 | 331.10 | 332.35 | 330.92 | 331.47 | 2334157 
18:00 | 331.50 | 331.98 | 330.53 | 330.71 | 1553345 
18:15 | 330.71 | 331.60 | 330.11 | 330.14 | 1298356 
18:30 | 330.13 | 330.56 | 329.65 | 330.39 | 1300345 
18:45 | 330.39 | 330.69 | 329.75 | 330.62 | 973948 
19:00 | 330.62 | 331.83 | 330.45 | 331.61 | 1430618 
19:15 | 331.61 | 332.23 | 331.15 | 331.88 | 1478150 
19:30 | 331.88 | 332.58 | 331.42 | 331.58 | 1626156 
19:45 | 331.55 | 332.06 | 331.16 | 331.70 | 1145535 
20:00 | 331.68 | 334.25 | 331.65 | 333.74 | 2383187 [ENTRADA]
20:15 | 333.73 | 333.95 | 329.83 | 333.65 | 3267114 
20:30 | 333.62 | 334.95 | 333.45 | 334.50 | 2212219 
20:45 | 334.49 | 335.26 | 333.58 | 335.26 | 1809300 
21:00 | 335.21 | 335.41 | 334.26 | 334.68 | 2302908 
21:15 | 334.71 | 334.92 | 333.11 | 333.51 | 1972525 
21:30 | 333.53 | 333.69 | 332.61 | 332.81 | 1768856 
21:45 | 332.80 | 333.77 | 332.00 | 332.08 | 2514540 
15:30 | 330.87 | 333.30 | 329.01 | 331.79 | 4541537 
15:45 | 331.71 | 334.23 | 331.14 | 333.01 | 3212506 
16:00 | 333.01 | 334.60 | 332.76 | 333.75 | 3030296 
16:15 | 333.68 | 334.50 | 332.93 | 333.45 | 2131742 
16:30 | 333.44 | 333.48 | 332.20 | 332.63 | 2154877 
16:45 | 332.62 | 333.94 | 332.25 | 333.75 | 1585638 
17:00 | 333.73 | 334.20 | 333.00 | 333.02 | 1779861 
17:15 | 333.07 | 333.55 | 332.08 | 333.11 | 1835084 
17:30 | 333.09 | 334.00 | 332.75 | 333.77 | 1268558 
17:45 | 333.78 | 336.04 | 333.42 | 333.74 | 2551822 
18:00 | 333.70 | 334.95 | 332.84 | 334.08 | 1961727 
18:15 | 334.09 | 334.52 | 333.15 | 333.28 | 1229321 
18:30 | 333.28 | 333.57 | 332.43 | 332.60 | 1217507 
18:45 | 332.61 | 332.91 | 331.91 | 332.09 | 1513576 
19:00 | 332.07 | 332.58 | 328.91 | 329.47 | 2889362 
19:15 | 329.48 | 331.27 | 328.67 | 330.86 | 2427830 
19:30 | 330.86 | 331.39 | 329.49 | 330.31 | 1596370 
19:45 | 330.35 | 331.32 | 329.41 | 330.98 | 1921378 
20:00 | 330.99 | 332.32 | 330.80 | 332.32 | 1582835 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AMD | C1_SQUEEZE_CALL | ENTRADA: 163.45 | TP: 164.95 | SL: 160.45
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 157.47 | 157.88 | 157.21 | 157.38 | 998593 
17:15 | 157.38 | 157.92 | 157.33 | 157.85 | 739010 
17:30 | 157.86 | 158.31 | 157.59 | 158.11 | 1165183 
17:45 | 158.11 | 158.99 | 157.95 | 158.66 | 1589999 
18:00 | 158.65 | 158.90 | 158.00 | 158.18 | 977557 
18:15 | 158.18 | 158.40 | 157.64 | 157.78 | 1047014 
18:30 | 157.78 | 157.99 | 157.60 | 157.99 | 543996 
18:45 | 158.00 | 158.77 | 157.95 | 158.53 | 920250 
19:00 | 158.53 | 158.79 | 158.11 | 158.17 | 785162 
19:15 | 158.18 | 158.19 | 157.83 | 157.94 | 520353 
19:30 | 157.94 | 158.43 | 157.90 | 158.38 | 471921 
19:45 | 158.39 | 158.44 | 157.76 | 157.91 | 698305 
20:00 | 157.91 | 158.31 | 157.82 | 158.10 | 661143 
20:15 | 158.15 | 158.68 | 157.98 | 158.08 | 606914 
20:30 | 158.08 | 159.45 | 157.95 | 159.12 | 1106837 
20:45 | 159.11 | 159.36 | 158.18 | 158.38 | 1393518 
21:00 | 158.38 | 158.50 | 158.04 | 158.22 | 903410 
21:15 | 158.21 | 158.30 | 157.83 | 158.02 | 755909 
21:30 | 158.03 | 158.15 | 157.77 | 157.86 | 722868 
21:45 | 157.86 | 158.70 | 157.81 | 158.61 | 1902287 
15:30 | 159.08 | 161.59 | 158.36 | 161.24 | 4777330 
15:45 | 161.23 | 162.35 | 160.82 | 161.22 | 3453920 
16:00 | 161.23 | 161.24 | 159.28 | 159.51 | 2574379 
16:15 | 159.51 | 159.99 | 159.25 | 159.71 | 1279044 
16:30 | 159.71 | 160.66 | 159.68 | 160.56 | 1369562 
16:45 | 160.56 | 161.91 | 160.49 | 161.78 | 1815093 
17:00 | 161.79 | 162.67 | 161.77 | 162.62 | 2269404 [ENTRADA]
17:15 | 162.58 | 163.00 | 162.18 | 162.21 | 1602613 
17:30 | 162.23 | 163.79 | 162.07 | 163.32 | 2182192 
17:45 | 163.33 | 163.93 | 163.23 | 163.45 | 1730672 
18:00 | 163.44 | 163.49 | 162.17 | 162.55 | 1538114 
18:15 | 162.55 | 163.06 | 162.43 | 162.69 | 1029663 
18:30 | 162.68 | 162.69 | 162.18 | 162.21 | 737712 
18:45 | 162.21 | 162.74 | 161.52 | 162.57 | 1227991 
19:00 | 162.57 | 162.86 | 162.35 | 162.81 | 810179 
19:15 | 162.80 | 163.13 | 162.13 | 162.20 | 773403 
19:30 | 162.18 | 162.34 | 161.91 | 161.96 | 587486 
19:45 | 161.97 | 162.44 | 161.97 | 162.36 | 530214 
20:00 | 162.36 | 162.84 | 162.31 | 162.37 | 648471 
20:15 | 162.38 | 162.48 | 162.12 | 162.39 | 431808 
20:30 | 162.39 | 162.48 | 161.83 | 162.03 | 597041 
20:45 | 162.04 | 162.45 | 161.77 | 162.26 | 583388 
21:00 | 162.25 | 162.53 | 161.95 | 162.32 | 725525 
21:15 | 162.33 | 162.39 | 161.95 | 162.34 | 722066 
21:30 | 162.36 | 162.36 | 162.09 | 162.24 | 712258 
21:45 | 162.22 | 162.42 | 161.96 | 162.11 | 1413442 
15:30 | 163.48 | 164.35 | 162.36 | 163.28 | 3764313 
15:45 | 163.31 | 165.10 | 163.19 | 164.97 | 3400863 
16:00 | 165.00 | 167.17 | 164.97 | 166.18 | 5534420 
16:15 | 166.16 | 166.96 | 165.52 | 166.53 | 3152198 
16:30 | 166.54 | 166.85 | 165.95 | 166.16 | 2062281 
16:45 | 166.15 | 166.42 | 164.95 | 165.46 | 3238751 
17:00 | 165.47 | 165.70 | 164.91 | 165.02 | 1539078 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 316.90 | TP: 318.40 | SL: 312.40
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 311.73 | 311.73 | 308.19 | 308.46 | 2888599 
16:15 | 308.48 | 309.45 | 307.15 | 307.97 | 2522208 
16:30 | 307.94 | 308.50 | 306.14 | 306.66 | 2125461 
16:45 | 306.66 | 307.30 | 305.62 | 307.13 | 2262755 
17:00 | 307.12 | 307.82 | 306.20 | 307.79 | 1617265 
17:15 | 307.82 | 308.16 | 306.70 | 306.96 | 1223268 
17:30 | 306.90 | 307.45 | 306.40 | 307.04 | 1105203 
17:45 | 307.01 | 307.75 | 306.55 | 307.24 | 950795 
18:00 | 307.24 | 308.19 | 307.01 | 307.09 | 1025470 
18:15 | 307.09 | 307.58 | 306.75 | 307.08 | 954311 
18:30 | 307.03 | 307.99 | 306.98 | 307.03 | 883448 
18:45 | 307.05 | 307.10 | 306.03 | 306.32 | 1158438 
19:00 | 306.33 | 307.58 | 306.22 | 307.04 | 914937 
19:15 | 307.03 | 308.17 | 306.67 | 308.08 | 913353 
19:30 | 308.10 | 309.94 | 308.00 | 309.43 | 1650179 
19:45 | 309.43 | 310.37 | 309.20 | 309.91 | 1329305 
20:00 | 309.92 | 310.92 | 309.01 | 310.60 | 1514925 
20:15 | 310.58 | 310.67 | 309.07 | 309.23 | 1133624 
20:30 | 309.27 | 310.15 | 308.80 | 309.25 | 1188582 
20:45 | 309.28 | 309.75 | 308.65 | 309.51 | 831035 
21:00 | 309.51 | 310.46 | 309.41 | 310.32 | 1002209 
21:15 | 310.32 | 310.63 | 309.37 | 309.63 | 1001324 
21:30 | 309.66 | 309.75 | 308.88 | 309.10 | 1000779 
21:45 | 309.11 | 310.12 | 308.41 | 308.68 | 1964102 
15:30 | 307.87 | 313.39 | 306.93 | 313.34 | 5019161 
15:45 | 313.34 | 317.35 | 313.30 | 313.50 | 5572257 
16:00 | 313.47 | 316.23 | 313.19 | 314.84 | 3137956 [ENTRADA]
16:15 | 314.86 | 315.98 | 313.95 | 314.86 | 2162938 
16:30 | 314.89 | 317.72 | 314.57 | 317.45 | 3475285 
16:45 | 317.49 | 318.40 | 316.27 | 316.90 | 2611395 
17:00 | 316.90 | 318.97 | 316.53 | 318.94 | 2235290 
17:15 | 318.94 | 319.51 | 317.83 | 318.47 | 2325617 
17:30 | 318.49 | 319.23 | 318.08 | 318.77 | 1686756 
17:45 | 318.79 | 319.56 | 317.70 | 318.77 | 2037065 
18:00 | 318.81 | 318.90 | 317.05 | 317.32 | 1483051 
18:15 | 317.33 | 318.49 | 316.70 | 317.21 | 1675923 
18:30 | 317.21 | 317.88 | 316.78 | 317.07 | 1268673 
18:45 | 317.02 | 318.09 | 316.89 | 317.20 | 1171093 
19:00 | 317.20 | 317.65 | 316.21 | 317.35 | 1378906 
19:15 | 317.35 | 318.71 | 317.33 | 318.53 | 1313602 
19:30 | 318.55 | 319.48 | 317.86 | 319.25 | 1448771 
19:45 | 319.24 | 319.75 | 318.11 | 318.71 | 1404736 
20:00 | 318.73 | 319.31 | 318.53 | 319.16 | 1297158 
20:15 | 319.17 | 319.69 | 318.38 | 319.59 | 1373827 
20:30 | 319.58 | 319.76 | 318.84 | 319.43 | 1355840 
20:45 | 319.43 | 320.00 | 319.17 | 319.59 | 1616324 
21:00 | 319.59 | 319.68 | 318.88 | 319.22 | 1399250 
21:15 | 319.24 | 320.47 | 319.14 | 319.30 | 1955722 
21:30 | 319.27 | 319.32 | 318.56 | 318.99 | 1741232 
21:45 | 318.98 | 320.15 | 318.42 | 319.96 | 2957018 
15:30 | 319.79 | 321.84 | 318.10 | 320.12 | 4325020 
15:45 | 320.15 | 321.52 | 318.25 | 321.43 | 3134135 
16:00 | 321.40 | 322.40 | 319.00 | 319.37 | 3394625 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 318.77 | TP: 320.27 | SL: 314.27
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 307.12 | 307.82 | 306.20 | 307.79 | 1617265 
17:15 | 307.82 | 308.16 | 306.70 | 306.96 | 1223268 
17:30 | 306.90 | 307.45 | 306.40 | 307.04 | 1105203 
17:45 | 307.01 | 307.75 | 306.55 | 307.24 | 950795 
18:00 | 307.24 | 308.19 | 307.01 | 307.09 | 1025470 
18:15 | 307.09 | 307.58 | 306.75 | 307.08 | 954311 
18:30 | 307.03 | 307.99 | 306.98 | 307.03 | 883448 
18:45 | 307.05 | 307.10 | 306.03 | 306.32 | 1158438 
19:00 | 306.33 | 307.58 | 306.22 | 307.04 | 914937 
19:15 | 307.03 | 308.17 | 306.67 | 308.08 | 913353 
19:30 | 308.10 | 309.94 | 308.00 | 309.43 | 1650179 
19:45 | 309.43 | 310.37 | 309.20 | 309.91 | 1329305 
